9:Pedestrian, (1322, 228, 1344, 264)
8:Biker, (903, 332, 926, 374)
7:Biker, (964, 481, 991, 524)
6:Biker, (694, 462, 721, 503)
5:Biker, (909, 393, 934, 440)
4:Pedestrian, (914, 205, 931, 242)
3:Pedestrian, (928, 218, 945, 253)
2:Pedestrian, (977, 545, 998, 582)
1:Pedestrian, (902, 634, 922, 674)
15:Pedestrian, (1085, 221, 1105, 261)
14:Pedestrian, (870, 411, 895, 453)
13:Biker, (933, 350, 954, 387)
12:Pedestrian, (745, 504, 765, 536)
10:Pedestrian, (751, 489, 771, 519)
9:Pedestrian, (1317, 227, 1340, 264)
8:Biker, (903, 332, 926, 374)
7:Biker, (964, 480, 993, 523)
6:Biker, (697, 462, 724, 502)
5:Biker, (910, 394, 934, 442)
4:Pedestrian, (914, 206, 931, 242)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (977, 544, 997, 581)
1:Pedestrian, (902, 635, 922, 674)
15:Pedestrian, (1084, 221, 1105, 261)
13:Biker, (932, 350, 953, 388)
12:Pedestrian, (743, 505, 762, 536)
10:Pedestrian, (751, 488, 771, 518)
9:Pedestrian, (1315, 226, 1338, 263)
8:Biker, (903, 333, 926, 376)
7:Biker, (966, 482, 994, 524)
6:Biker, (699, 461, 726, 502)
5:Biker, (909, 397, 934, 445)
4:Pedestrian, (914, 206, 931, 242)
3:Pedestrian, (928, 219, 944, 253)
2:Pedestrian, (976, 543, 996, 579)
1:Pedestrian, (902, 635, 922, 674)
15:Pedestrian, (1082, 220, 1102, 260)
13:Biker, (932, 350, 953, 387)
12:Pedestrian, (743, 504, 763, 536)
11:Biker, (868, 413, 894, 456)
10:Pedestrian, (750, 488, 770, 518)
9:Pedestrian, (1316, 227, 1339, 263)
8:Biker, (902, 333, 925, 377)
7:Biker, (968, 481, 997, 524)
6:Biker, (702, 461, 729, 501)
5:Biker, (908, 398, 934, 447)
4:Pedestrian, (913, 206, 931, 242)
3:Pedestrian, (927, 219, 944, 253)
2:Pedestrian, (977, 539, 997, 577)
1:Pedestrian, (902, 635, 923, 675)
15:Pedestrian, (1081, 220, 1101, 260)
13:Biker, (932, 350, 953, 388)
12:Pedestrian, (742, 504, 762, 535)
11:Biker, (867, 413, 894, 457)
10:Pedestrian, (749, 488, 770, 518)
9:Pedestrian, (1318, 226, 1341, 263)
8:Biker, (902, 333, 926, 378)
7:Biker, (970, 480, 999, 524)
6:Biker, (704, 462, 731, 503)
5:Biker, (909, 400, 934, 449)
4:Pedestrian, (913, 206, 931, 242)
3:Pedestrian, (928, 218, 945, 254)
2:Pedestrian, (977, 539, 998, 578)
1:Pedestrian, (903, 636, 924, 675)
13:Biker, (933, 350, 954, 388)
12:Pedestrian, (741, 503, 761, 534)
11:Biker, (867, 414, 893, 457)
10:Pedestrian, (748, 487, 770, 518)
9:Pedestrian, (1317, 227, 1340, 263)
8:Biker, (903, 332, 927, 377)
7:Biker, (972, 481, 1000, 523)
6:Biker, (708, 461, 736, 502)
5:Biker, (909, 400, 935, 449)
4:Pedestrian, (914, 206, 931, 242)
3:Pedestrian, (927, 219, 944, 253)
2:Pedestrian, (979, 539, 999, 577)
1:Pedestrian, (904, 637, 925, 676)
13:Biker, (933, 351, 955, 389)
12:Pedestrian, (741, 503, 761, 534)
11:Biker, (866, 414, 892, 458)
10:Pedestrian, (748, 487, 770, 519)
9:Pedestrian, (1314, 227, 1337, 263)
8:Biker, (904, 332, 928, 377)
7:Biker, (974, 482, 1002, 524)
6:Biker, (710, 461, 738, 503)
5:Biker, (911, 400, 937, 449)
4:Pedestrian, (914, 205, 932, 242)
3:Pedestrian, (928, 219, 944, 254)
2:Pedestrian, (977, 540, 998, 578)
1:Pedestrian, (904, 638, 925, 677)
13:Biker, (934, 351, 955, 389)
12:Pedestrian, (741, 504, 761, 535)
11:Biker, (865, 414, 892, 458)
10:Pedestrian, (748, 487, 770, 519)
9:Pedestrian, (1313, 226, 1336, 263)
8:Biker, (903, 333, 927, 377)
7:Biker, (976, 482, 1004, 523)
6:Biker, (713, 462, 740, 503)
5:Biker, (913, 402, 938, 451)
4:Pedestrian, (915, 206, 932, 242)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (978, 538, 999, 576)
1:Pedestrian, (904, 639, 925, 678)
15:Pedestrian, (1078, 218, 1099, 258)
13:Biker, (933, 351, 954, 388)
12:Pedestrian, (741, 504, 761, 534)
11:Biker, (865, 413, 892, 459)
10:Pedestrian, (747, 488, 770, 519)
9:Pedestrian, (1312, 226, 1335, 262)
8:Biker, (903, 333, 927, 378)
7:Biker, (978, 483, 1005, 523)
6:Biker, (716, 461, 742, 501)
5:Biker, (912, 404, 938, 453)
4:Pedestrian, (915, 206, 932, 242)
3:Pedestrian, (928, 219, 945, 254)
2:Pedestrian, (979, 537, 999, 575)
1:Pedestrian, (904, 640, 926, 679)
15:Pedestrian, (1077, 219, 1099, 259)
13:Biker, (933, 350, 954, 387)
12:Pedestrian, (741, 505, 761, 535)
11:Biker, (863, 414, 891, 460)
10:Pedestrian, (746, 488, 769, 519)
9:Pedestrian, (1311, 225, 1335, 263)
8:Biker, (903, 333, 926, 378)
7:Biker, (979, 484, 1006, 525)
6:Biker, (719, 461, 744, 501)
5:Biker, (912, 405, 938, 454)
4:Pedestrian, (914, 206, 931, 242)
3:Pedestrian, (929, 219, 945, 254)
2:Pedestrian, (977, 536, 998, 575)
1:Pedestrian, (904, 640, 925, 680)
15:Pedestrian, (1077, 219, 1099, 259)
13:Biker, (933, 350, 953, 388)
12:Pedestrian, (741, 506, 761, 535)
11:Biker, (860, 415, 889, 461)
10:Pedestrian, (746, 488, 768, 520)
9:Pedestrian, (1310, 224, 1335, 264)
8:Biker, (902, 334, 926, 379)
7:Biker, (981, 483, 1008, 523)
6:Biker, (722, 461, 748, 500)
5:Biker, (913, 406, 938, 454)
4:Pedestrian, (914, 207, 931, 242)
3:Pedestrian, (929, 219, 945, 254)
2:Pedestrian, (976, 537, 997, 576)
1:Pedestrian, (903, 643, 924, 681)
16:Biker, (743, 486, 768, 521)
13:Biker, (933, 350, 954, 388)
12:Pedestrian, (740, 506, 759, 535)
11:Biker, (859, 416, 886, 461)
10:Pedestrian, (745, 488, 768, 520)
9:Pedestrian, (1308, 223, 1334, 265)
8:Biker, (902, 334, 926, 379)
7:Biker, (983, 484, 1011, 525)
6:Biker, (724, 461, 750, 500)
5:Biker, (914, 408, 939, 457)
4:Pedestrian, (915, 207, 931, 242)
3:Pedestrian, (929, 219, 946, 254)
2:Pedestrian, (976, 536, 998, 576)
1:Pedestrian, (903, 645, 923, 682)
13:Biker, (933, 351, 954, 390)
12:Pedestrian, (741, 505, 760, 535)
11:Biker, (857, 416, 885, 462)
10:Pedestrian, (743, 488, 766, 521)
9:Pedestrian, (1307, 223, 1333, 265)
8:Biker, (902, 334, 927, 379)
7:Biker, (985, 484, 1012, 525)
6:Biker, (726, 461, 752, 500)
5:Biker, (914, 409, 939, 458)
4:Pedestrian, (915, 206, 931, 241)
3:Pedestrian, (929, 220, 946, 253)
2:Pedestrian, (977, 534, 999, 574)
1:Pedestrian, (903, 643, 925, 682)
13:Biker, (932, 349, 954, 389)
12:Pedestrian, (741, 504, 760, 534)
11:Biker, (856, 417, 883, 461)
10:Pedestrian, (743, 489, 765, 521)
9:Pedestrian, (1307, 224, 1333, 266)
8:Biker, (903, 334, 927, 379)
7:Biker, (987, 483, 1015, 525)
6:Biker, (729, 460, 755, 499)
5:Biker, (914, 411, 940, 460)
4:Pedestrian, (915, 206, 932, 241)
3:Pedestrian, (928, 220, 944, 253)
2:Pedestrian, (977, 534, 999, 574)
1:Pedestrian, (902, 645, 923, 684)
13:Biker, (932, 349, 954, 389)
12:Pedestrian, (742, 504, 761, 533)
11:Biker, (854, 417, 882, 461)
10:Pedestrian, (743, 489, 765, 521)
9:Pedestrian, (1306, 224, 1333, 267)
8:Biker, (903, 334, 928, 379)
7:Biker, (988, 484, 1018, 526)
6:Biker, (731, 460, 758, 499)
5:Biker, (915, 413, 940, 461)
4:Pedestrian, (914, 205, 931, 241)
3:Pedestrian, (928, 219, 945, 253)
2:Pedestrian, (977, 533, 999, 573)
1:Pedestrian, (904, 645, 925, 684)
15:Pedestrian, (1072, 221, 1094, 261)
13:Biker, (932, 349, 954, 390)
12:Pedestrian, (741, 503, 761, 534)
11:Biker, (853, 418, 880, 461)
10:Pedestrian, (741, 490, 763, 521)
9:Pedestrian, (1306, 224, 1333, 266)
8:Biker, (903, 334, 927, 380)
7:Biker, (991, 482, 1021, 526)
6:Biker, (733, 461, 760, 500)
5:Biker, (916, 415, 940, 462)
4:Pedestrian, (913, 205, 931, 241)
3:Pedestrian, (928, 219, 945, 254)
2:Pedestrian, (976, 532, 999, 572)
1:Pedestrian, (904, 645, 926, 684)
15:Pedestrian, (1070, 221, 1093, 262)
13:Biker, (933, 351, 955, 391)
12:Pedestrian, (741, 504, 762, 535)
11:Biker, (853, 417, 880, 461)
10:Pedestrian, (740, 491, 763, 523)
9:Pedestrian, (1305, 223, 1332, 266)
8:Biker, (902, 334, 927, 381)
7:Biker, (992, 482, 1023, 526)
6:Biker, (736, 462, 763, 501)
5:Biker, (915, 416, 941, 464)
4:Pedestrian, (914, 205, 931, 241)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (975, 531, 999, 572)
1:Pedestrian, (904, 645, 925, 684)
13:Biker, (932, 350, 954, 390)
12:Pedestrian, (740, 503, 761, 535)
11:Biker, (852, 418, 878, 462)
10:Pedestrian, (739, 492, 761, 524)
9:Pedestrian, (1306, 224, 1332, 266)
8:Biker, (902, 334, 927, 381)
7:Biker, (995, 482, 1026, 525)
6:Biker, (738, 462, 765, 501)
5:Biker, (916, 417, 942, 466)
4:Pedestrian, (915, 206, 932, 241)
3:Pedestrian, (927, 220, 944, 254)
2:Pedestrian, (977, 531, 1000, 571)
1:Pedestrian, (904, 646, 925, 686)
13:Biker, (932, 349, 954, 390)
12:Pedestrian, (738, 503, 759, 536)
11:Biker, (851, 418, 879, 462)
10:Pedestrian, (737, 491, 760, 523)
9:Pedestrian, (1306, 224, 1333, 266)
8:Biker, (901, 334, 927, 381)
7:Biker, (997, 482, 1027, 524)
6:Biker, (740, 462, 768, 501)
5:Biker, (917, 419, 943, 468)
4:Pedestrian, (916, 206, 932, 242)
3:Pedestrian, (927, 220, 944, 254)
2:Pedestrian, (978, 530, 1000, 570)
1:Pedestrian, (904, 647, 926, 687)
15:Pedestrian, (1069, 222, 1091, 263)
13:Biker, (932, 350, 954, 390)
12:Pedestrian, (736, 503, 758, 537)
11:Biker, (850, 418, 878, 462)
9:Pedestrian, (1306, 224, 1331, 266)
8:Biker, (901, 333, 927, 381)
7:Biker, (999, 482, 1029, 524)
6:Biker, (744, 464, 772, 503)
5:Biker, (917, 420, 944, 470)
4:Pedestrian, (915, 206, 932, 242)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (978, 529, 1000, 569)
1:Pedestrian, (904, 649, 925, 688)
15:Pedestrian, (1067, 223, 1090, 265)
13:Biker, (932, 349, 954, 389)
12:Pedestrian, (736, 502, 759, 536)
11:Biker, (849, 418, 877, 463)
9:Pedestrian, (1305, 224, 1330, 265)
8:Biker, (901, 334, 927, 381)
7:Biker, (1002, 483, 1031, 524)
6:Biker, (747, 465, 775, 504)
5:Biker, (918, 421, 944, 469)
4:Pedestrian, (914, 206, 931, 241)
3:Pedestrian, (928, 219, 944, 254)
2:Pedestrian, (978, 525, 1001, 567)
1:Pedestrian, (904, 649, 926, 688)
15:Pedestrian, (1067, 224, 1090, 266)
13:Biker, (932, 349, 954, 389)
12:Pedestrian, (736, 500, 759, 535)
11:Biker, (848, 417, 876, 463)
9:Pedestrian, (1304, 224, 1329, 265)
8:Biker, (901, 335, 927, 381)
7:Biker, (1004, 483, 1033, 524)
6:Biker, (749, 465, 778, 506)
5:Biker, (918, 423, 944, 472)
4:Pedestrian, (915, 206, 932, 241)
3:Pedestrian, (927, 219, 945, 254)
1:Pedestrian, (904, 650, 925, 688)
15:Pedestrian, (1066, 224, 1089, 266)
13:Biker, (931, 349, 954, 389)
12:Pedestrian, (737, 499, 760, 535)
11:Biker, (847, 417, 876, 463)
9:Pedestrian, (1304, 224, 1329, 265)
8:Biker, (901, 335, 927, 381)
7:Biker, (1006, 483, 1036, 524)
6:Biker, (750, 464, 781, 507)
5:Biker, (918, 425, 944, 474)
4:Pedestrian, (915, 206, 932, 242)
3:Pedestrian, (928, 219, 945, 254)
1:Pedestrian, (904, 651, 925, 690)
15:Pedestrian, (1065, 222, 1088, 265)
13:Biker, (931, 349, 955, 389)
12:Pedestrian, (737, 499, 760, 535)
11:Biker, (846, 417, 875, 464)
9:Pedestrian, (1304, 223, 1329, 265)
8:Biker, (901, 335, 927, 381)
7:Biker, (1008, 484, 1038, 525)
6:Biker, (752, 465, 783, 508)
5:Biker, (918, 427, 945, 477)
4:Pedestrian, (914, 205, 931, 242)
3:Pedestrian, (927, 218, 945, 254)
1:Pedestrian, (906, 653, 927, 691)
15:Pedestrian, (1065, 224, 1087, 266)
13:Biker, (931, 349, 955, 389)
12:Pedestrian, (737, 498, 761, 535)
11:Biker, (845, 417, 873, 463)
9:Pedestrian, (1304, 224, 1329, 265)
8:Biker, (900, 335, 926, 382)
7:Biker, (1010, 484, 1040, 525)
6:Biker, (754, 464, 785, 508)
5:Biker, (919, 427, 946, 477)
4:Pedestrian, (915, 205, 932, 242)
3:Pedestrian, (927, 218, 945, 254)
1:Pedestrian, (904, 653, 926, 691)
15:Pedestrian, (1064, 223, 1087, 266)
13:Biker, (931, 349, 955, 389)
12:Pedestrian, (738, 497, 762, 534)
11:Biker, (844, 417, 872, 463)
9:Pedestrian, (1304, 223, 1329, 265)
8:Biker, (901, 335, 927, 382)
7:Biker, (1012, 484, 1042, 525)
6:Biker, (757, 465, 788, 508)
5:Biker, (918, 429, 945, 480)
4:Pedestrian, (914, 205, 932, 242)
3:Pedestrian, (928, 218, 945, 254)
2:Pedestrian, (979, 521, 1002, 564)
1:Pedestrian, (905, 654, 927, 693)
15:Pedestrian, (1063, 222, 1087, 264)
13:Biker, (931, 349, 955, 389)
11:Biker, (843, 418, 871, 464)
9:Pedestrian, (1304, 223, 1329, 264)
8:Biker, (902, 336, 927, 383)
7:Biker, (1014, 485, 1043, 526)
6:Biker, (759, 465, 790, 509)
5:Biker, (919, 430, 946, 481)
4:Pedestrian, (913, 205, 931, 242)
3:Pedestrian, (927, 218, 945, 254)
2:Pedestrian, (978, 523, 1000, 565)
1:Pedestrian, (904, 654, 926, 693)
15:Pedestrian, (1062, 223, 1085, 266)
13:Biker, (931, 348, 955, 389)
11:Biker, (841, 418, 870, 464)
9:Pedestrian, (1304, 224, 1328, 264)
8:Biker, (902, 335, 927, 382)
7:Biker, (1015, 484, 1045, 525)
6:Biker, (761, 464, 792, 509)
5:Biker, (919, 432, 946, 484)
4:Pedestrian, (914, 205, 931, 242)
3:Pedestrian, (928, 218, 945, 254)
2:Pedestrian, (978, 522, 1002, 564)
1:Pedestrian, (904, 654, 926, 693)
15:Pedestrian, (1061, 222, 1084, 265)
13:Biker, (932, 349, 954, 389)
11:Biker, (840, 419, 868, 464)
9:Pedestrian, (1303, 224, 1328, 264)
8:Biker, (902, 335, 927, 381)
7:Biker, (1018, 484, 1047, 525)
6:Biker, (764, 464, 795, 508)
5:Biker, (919, 435, 946, 485)
4:Pedestrian, (914, 206, 931, 242)
3:Pedestrian, (928, 219, 945, 254)
2:Pedestrian, (979, 523, 1002, 565)
1:Pedestrian, (904, 655, 926, 694)
15:Pedestrian, (1061, 221, 1084, 263)
13:Biker, (931, 349, 955, 389)
11:Biker, (838, 419, 866, 464)
9:Pedestrian, (1303, 223, 1327, 263)
8:Biker, (902, 337, 927, 383)
7:Biker, (1019, 485, 1048, 526)
6:Biker, (766, 464, 796, 508)
5:Biker, (919, 437, 946, 487)
4:Pedestrian, (914, 205, 932, 242)
3:Pedestrian, (927, 218, 945, 254)
2:Pedestrian, (979, 523, 1002, 564)
1:Pedestrian, (904, 655, 926, 694)
15:Pedestrian, (1058, 224, 1082, 266)
13:Biker, (931, 349, 955, 389)
12:Pedestrian, (734, 486, 758, 522)
11:Biker, (837, 419, 865, 464)
9:Pedestrian, (1303, 223, 1327, 263)
8:Biker, (902, 337, 927, 383)
7:Biker, (1021, 484, 1050, 524)
6:Biker, (769, 465, 798, 508)
5:Biker, (920, 438, 947, 487)
4:Pedestrian, (914, 206, 932, 242)
3:Pedestrian, (928, 219, 945, 255)
2:Pedestrian, (979, 524, 1001, 564)
1:Pedestrian, (905, 656, 926, 694)
18:Pedestrian, (735, 502, 757, 534)
13:Biker, (931, 349, 955, 390)
12:Pedestrian, (733, 488, 757, 522)
11:Biker, (837, 419, 865, 464)
9:Pedestrian, (1303, 223, 1327, 263)
8:Biker, (903, 336, 927, 382)
7:Biker, (1023, 485, 1051, 524)
6:Biker, (772, 466, 800, 507)
5:Biker, (920, 439, 947, 489)
4:Pedestrian, (915, 206, 932, 241)
3:Pedestrian, (928, 219, 945, 254)
2:Pedestrian, (979, 523, 1000, 563)
1:Pedestrian, (906, 658, 926, 695)
18:Pedestrian, (734, 503, 756, 535)
13:Biker, (931, 350, 955, 390)
12:Pedestrian, (734, 488, 757, 521)
11:Biker, (835, 419, 864, 463)
9:Pedestrian, (1303, 223, 1327, 264)
8:Biker, (903, 336, 926, 382)
7:Biker, (1025, 485, 1053, 524)
6:Biker, (775, 467, 802, 507)
5:Biker, (920, 440, 946, 488)
4:Pedestrian, (915, 206, 932, 242)
3:Pedestrian, (928, 218, 946, 254)
2:Pedestrian, (979, 523, 1000, 561)
1:Pedestrian, (905, 660, 924, 696)
18:Pedestrian, (729, 503, 750, 534)
15:Pedestrian, (1056, 227, 1080, 270)
13:Biker, (931, 350, 954, 390)
12:Pedestrian, (734, 488, 755, 520)
11:Biker, (834, 419, 862, 464)
9:Pedestrian, (1303, 222, 1327, 263)
8:Biker, (903, 337, 926, 382)
7:Biker, (1027, 485, 1055, 522)
6:Biker, (778, 467, 805, 507)
5:Biker, (919, 443, 946, 493)
4:Pedestrian, (915, 206, 931, 242)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (980, 524, 1000, 561)
1:Pedestrian, (905, 662, 924, 697)
18:Pedestrian, (729, 503, 749, 533)
15:Pedestrian, (1053, 226, 1077, 268)
13:Biker, (931, 350, 954, 390)
12:Pedestrian, (734, 489, 754, 519)
11:Biker, (833, 419, 860, 463)
9:Pedestrian, (1301, 223, 1325, 263)
8:Biker, (903, 338, 926, 383)
7:Biker, (1029, 486, 1056, 523)
6:Biker, (780, 467, 806, 506)
5:Biker, (919, 445, 946, 494)
4:Pedestrian, (914, 207, 930, 242)
3:Pedestrian, (927, 219, 944, 254)
2:Pedestrian, (979, 524, 1000, 560)
1:Pedestrian, (906, 664, 925, 699)
18:Pedestrian, (728, 504, 748, 533)
15:Pedestrian, (1051, 226, 1075, 269)
13:Biker, (931, 350, 954, 390)
12:Pedestrian, (733, 489, 752, 517)
11:Biker, (831, 420, 858, 463)
9:Pedestrian, (1301, 223, 1325, 264)
8:Biker, (903, 339, 926, 383)
7:Biker, (1032, 486, 1058, 522)
6:Biker, (784, 468, 809, 507)
5:Biker, (920, 447, 947, 496)
4:Pedestrian, (914, 206, 930, 241)
3:Pedestrian, (927, 220, 944, 253)
2:Pedestrian, (980, 524, 1000, 559)
1:Pedestrian, (905, 664, 925, 700)
18:Pedestrian, (728, 504, 747, 533)
15:Pedestrian, (1051, 227, 1075, 270)
13:Biker, (931, 350, 954, 389)
12:Pedestrian, (733, 489, 751, 517)
11:Biker, (830, 420, 858, 464)
9:Pedestrian, (1301, 223, 1325, 264)
8:Biker, (903, 339, 926, 383)
7:Biker, (1033, 486, 1059, 523)
6:Biker, (787, 467, 812, 506)
5:Biker, (919, 448, 947, 497)
4:Pedestrian, (913, 207, 930, 242)
3:Pedestrian, (927, 220, 944, 253)
2:Pedestrian, (980, 523, 1000, 558)
1:Pedestrian, (904, 663, 925, 700)
18:Pedestrian, (729, 503, 748, 533)
15:Pedestrian, (1050, 227, 1074, 270)
13:Biker, (932, 349, 954, 389)
12:Pedestrian, (733, 489, 751, 517)
11:Biker, (829, 420, 857, 464)
9:Pedestrian, (1302, 223, 1326, 264)
8:Biker, (903, 340, 926, 384)
7:Biker, (1036, 486, 1063, 524)
6:Biker, (789, 468, 815, 508)
5:Biker, (919, 450, 948, 500)
4:Pedestrian, (913, 206, 930, 241)
3:Pedestrian, (927, 219, 943, 253)
2:Pedestrian, (980, 522, 1000, 558)
1:Pedestrian, (904, 664, 925, 701)
18:Pedestrian, (728, 504, 747, 533)
15:Pedestrian, (1049, 227, 1073, 269)
13:Biker, (932, 349, 954, 390)
12:Pedestrian, (732, 489, 750, 517)
11:Biker, (828, 419, 856, 463)
9:Pedestrian, (1302, 223, 1326, 264)
8:Biker, (903, 338, 927, 383)
7:Biker, (1038, 486, 1065, 524)
6:Biker, (793, 468, 819, 508)
5:Biker, (921, 450, 949, 500)
4:Pedestrian, (913, 206, 929, 242)
3:Pedestrian, (928, 219, 945, 253)
2:Pedestrian, (980, 522, 1000, 558)
1:Pedestrian, (905, 665, 926, 702)
18:Pedestrian, (726, 505, 745, 534)
15:Pedestrian, (1048, 226, 1071, 268)
13:Biker, (932, 349, 954, 388)
12:Pedestrian, (731, 488, 749, 517)
11:Biker, (827, 420, 855, 463)
9:Pedestrian, (1300, 223, 1324, 264)
